Title,Company,Location,Is_Remote,Rating,Salary,salary_low,salary_high,salary_avg,experience_level,tech_keywords,clean_location
Software Engineer II,Bank of America3.9,"Addison, TX",False,3.9,$95K - $115K(Glassdoor est.),95000.0,115000.0,105000.0,Mid,Other,Addison
Software Engineer,Yext3.5,"New York, NY",False,3.5,$109K - $225K(Employer est.),109000.0,225000.0,167000.0,Entry,Other,New York
Software Engineer,TGTG. LLC3.6,Remote,True,3.6,$90K - $100K(Employer est.),90000.0,100000.0,95000.0,Entry,Other,Remote
Software Engineer - GenAI,Aeris Communications2.7,"San Jose, CA",False,2.7,$150K - $205K(Employer est.),150000.0,205000.0,177500.0,Entry,Other,San Jose
Systems Software Engineer L4,Netflix4.2,Remote,True,4.2,$100K - $620K(Employer est.),100000.0,620000.0,360000.0,Entry,Other,Remote
"Software Engineer III-React, Node, SQL JavaScript",Risk Solutions4.0,Georgia,False,4.0,Not Disclosed,,,,Senior,Java,Georgia
"Software Engineer II (AWS, React, GenAI)","The Travelers Companies, Inc.4.2","Hartford, CT",False,4.2,$117K - $193K(Employer est.),117000.0,193000.0,155000.0,Entry,Other,Hartford
"Software Quality Engineer, Ps Web",Adobe4.2,"San Jose, CA",False,4.2,$109K - $215K(Employer est.),109000.0,215000.0,162000.0,Entry,Other,San Jose
Junior C++ Software Engineer,oneZero Financial Systems4.7,"Somerville, MA",False,4.7,$100K - $150K(Employer est.),100000.0,150000.0,125000.0,Entry,C++,Somerville
Software Development Engineer,McKesson3.7,"Columbus, OH",False,3.7,$107K - $178K(Employer est.),107000.0,178000.0,142500.0,Entry,Other,Columbus
Software Engineer,LD power automation3.0,"Long Beach, CA",False,3.0,$118K - $126K(Employer est.),118000.0,126000.0,122000.0,Entry,Other,Long Beach
Software Engineer II,Honeywell4.1,"Aguadilla, PR",False,4.1,$69K - $96K(Glassdoor est.),69000.0,96000.0,82500.0,Mid,Other,Aguadilla
Software Developer - Java,Uline3.4,"Pleasant Prairie, WI",False,3.4,$80K - $119K(Employer est.),80000.0,119000.0,99500.0,Not Specified,Java,Pleasant Prairie
Associate Software Engineer -ITOPS - Fresh Graduates,i2c inc.3.6,"Redwood City, CA",False,3.6,$81K - $125K(Glassdoor est.),81000.0,125000.0,103000.0,Entry,Other,Redwood City
Software Engineer,WALGREENS3.1,"Deerfield, IL",False,3.1,$99K - $158K(Employer est.),99000.0,158000.0,128500.0,Entry,Other,Deerfield
Software Engineer,Interbit Data Inc.,Remote,True,3.9,Not Disclosed,,,,Entry,Other,Remote
Entry Level Software developers,Gain America3.8,"Hicksville, NY",False,3.8,$70K(Employer est.),70000.0,70000.0,70000.0,Entry,Other,Hicksville
Software Developer (Hybrid),NYCM4.0,"Edmeston, NY",False,4.0,$64K - $113K(Employer est.),64000.0,113000.0,88500.0,Entry,Other,Edmeston
"Software Engineer I, II, lll (GIS Applications) Portland, OR /SLC, UT",PacifiCorp3.0,"Portland, OR",False,3.0,$79K - $122K(Employer est.),79000.0,122000.0,100500.0,Mid,Other,Portland
Entry-Level C# Programmer,Hercules Forwarding3.9,"Jacksonville, FL",False,3.9,$60K - $75K(Employer est.),60000.0,75000.0,67500.0,Entry,Other,Jacksonville
Software Engineer,SciPlay3.1,"Cedar Falls, IA",False,3.1,$78K - $135K(Glassdoor est.),78000.0,135000.0,106500.0,Entry,Other,Cedar Falls
Software Engineer Ref: #00941,R2 Technologies Corporation4.6,"Alpharetta, GA",False,4.6,$80.00 - $90.00 Per Hour(Employer est.),166400.0,187200.0,176800.0,Entry,Other,Alpharetta
Software Engineer II - Tibco,H-E-B4.2,"Austin, TX",False,4.2,Not Disclosed,,,,Entry,Other,Austin
Software Engineer,California Public Employees' Retirement System (CalPERS)3.5,"Sacramento, CA",False,3.5,$6K - $10K(Employer est.),6000.0,10000.0,8000.0,Entry,Other,Sacramento
Software Engineer,Frontline Wildfire Defense,California,False,3.9,$100K - $160K(Employer est.),100000.0,160000.0,130000.0,Entry,Other,California
Jr. Software Engineer,Changeis4.0,Remote,True,4.0,$57K - $60K(Employer est.),57000.0,60000.0,58500.0,Entry,Other,Remote
Senior Software Engineer,Splunk4.1,"San Jose, CA",False,4.1,$140K - $240K(Employer est.),140000.0,240000.0,190000.0,Senior,Other,San Jose
Software Engineer II,Hinge-Health3.5,"San Francisco, CA",False,3.5,$122K - $182K(Employer est.),122000.0,182000.0,152000.0,Mid,Other,San Francisco
ReactJS Application Engineer,Venuiti3.6,"Atlanta, GA",False,3.6,$120K(Employer est.),120000.0,120000.0,120000.0,Entry,Other,Atlanta
Full Stack Software Engineer,Phennx.io,"University Park, Orange, FL",False,3.9,$90K - $150K(Employer est.),90000.0,150000.0,120000.0,Entry,Full Stack,University Park
Associate Software Engineer,PrePass3.0,"Phoenix, AZ",False,3.0,Not Disclosed,,,,Entry,Other,Phoenix
Software Engineer (Open to hiring at the Senior Software Engineer Level),"Wellmark, Inc.3.9","Des Moines, IA",False,3.9,Not Disclosed,,,,Senior,Other,Des Moines
Software Engineer 4 - DR1013106,Juniper Networks4.1,"Sunnyvale, CA",False,4.1,$141K - $202K(Employer est.),141000.0,202000.0,171500.0,Senior,Other,Sunnyvale
Senior Software Engineer,ThriftBooks2.9,"Tolleson, AZ",False,2.9,$110K(Employer est.),110000.0,110000.0,110000.0,Senior,Other,Tolleson
"Software Engineer III-React, Node, SQL JavaScript",RELX4.0,Georgia,False,4.0,Not Disclosed,,,,Senior,Java,Georgia
"Software Engineer, Ads Bidding Optimization",Google4.3,United States,False,4.3,Not Disclosed,,,,Entry,Other,Remote
Software Engineer,Microsoft4.2,"Redmond, WA",False,4.2,$98K - $209K(Employer est.),98000.0,209000.0,153500.0,Entry,Other,Redmond
Senior Software Engineer Business Applications,"Wawa, Inc.3.8","Media, PA",False,3.8,$94K - $130K(Glassdoor est.),94000.0,130000.0,112000.0,Senior,Other,Media
Frontend Engineer - Onboarding,BitGo4.4,"San Francisco, CA",False,4.4,$150K - $180K(Employer est.),150000.0,180000.0,165000.0,Entry,Frontend,San Francisco
2025083 Software Engineer,John Deere3.9,"Moline, IL",False,3.9,$100K - $110K(Employer est.),100000.0,110000.0,105000.0,Senior,Other,Moline
Software Engineer,Edward Martin,"Tustin, CA",False,3.9,$120K - $145K(Employer est.),120000.0,145000.0,132500.0,Entry,Other,Tustin
IoT Software Engineer,Homeowner Advanced Automations,"Newport Beach, CA",False,3.9,$50.00 Per Hour(Employer est.),104000.0,104000.0,104000.0,Entry,Other,Newport Beach
Software Engineer,"ECS Federal, LLC3.9","Center, TX",False,3.9,Not Disclosed,,,,Entry,Other,Center
Software Engineer – Entry Level,"General Dynamics Mission Systems, Inc3.9","Scottsdale, AZ",False,3.9,$82K - $84K(Employer est.),82000.0,84000.0,83000.0,Entry,Other,Scottsdale
Software Engineer I,"Transcore, LP2.8","Nashville, TN",False,2.8,$100K - $120K(Employer est.),100000.0,120000.0,110000.0,Entry,Other,Nashville
Product Software Integration Engineer,Qualcomm3.9,"San Diego, CA",False,3.9,$94K - $141K(Employer est.),94000.0,141000.0,117500.0,Entry,Other,San Diego
Software Developer - Web,Uline3.4,"Waukegan, IL",False,3.4,$80K - $119K(Employer est.),80000.0,119000.0,99500.0,Not Specified,Other,Waukegan
AI Software Engineer,Siemens4.1,"Milford, OH",False,4.1,$126K - $227K(Employer est.),126000.0,227000.0,176500.0,Entry,Other,Milford
"Software Engineer - Fullstack, Typescript, React, Golang, SQL",Opendoor3.4,"San Francisco, CA",False,3.4,$143K - $197K(Employer est.),143000.0,197000.0,170000.0,Entry,Other,San Francisco
Senior Software Engineer,Yext3.5,"New York, NY",False,3.5,$145K - $298K(Employer est.),145000.0,298000.0,221500.0,Senior,Other,New York
Fullstack Engineer - Fortify,Pear VC4.8,"Dallas, TX",False,4.8,$125K - $155K(Employer est.),125000.0,155000.0,140000.0,Entry,Other,Dallas
Software Engineer 3,Granicus Inc.2.9,Puerto Rico,False,2.9,Not Disclosed,,,,Senior,Other,Puerto Rico
Software Engineer II,IGT3.7,"Reno, NV",False,3.7,$50K - $115K(Employer est.),50000.0,115000.0,82500.0,Mid,Other,Reno
Software Engineer,"ASSYST, Inc.3.6","Sterling, VA",False,3.6,$80K - $114K(Glassdoor est.),80000.0,114000.0,97000.0,Entry,Other,Sterling
"Software Engineer, New College Grad (Teradyne, North Reading, MA)",Teradyne4.2,"North Reading, MA",False,4.2,$107K - $139K(Glassdoor est.),107000.0,139000.0,123000.0,Entry,Other,North Reading
R&D Software Engineer,Agilent Technologies Inc.3.8,Colorado,False,3.8,$114K - $178K(Employer est.),114000.0,178000.0,146000.0,Entry,Other,Colorado
Software Developer/Engineer - UI/Web,R2 Technologies Corporation4.6,"Alpharetta, GA",False,4.6,$80.00 - $95.00 Per Hour(Employer est.),166400.0,197600.0,182000.0,Entry,Other,Alpharetta
Software Engineer,CORMAC3.9,Remote,True,3.9,Not Disclosed,,,,Entry,Other,Remote
software engineer,Thomson Reuters4.1,"Eagan, MN",False,4.1,$70K - $130K(Employer est.),70000.0,130000.0,100000.0,Entry,Other,Eagan
Software Engineer,Kernel Trading Technologies LP,"Chicago, IL",False,3.9,$100K - $265K(Employer est.),100000.0,265000.0,182500.0,Entry,Other,Chicago
Back-end Python Software Engineer II,JPMorganChase4.0,"Jersey City, NJ",False,4.0,$119K - $150K(Employer est.),119000.0,150000.0,134500.0,Mid,Python,Jersey City
"Software Engineer II, Fullstack, Discovery Experience",Uber3.8,"Seattle, WA",False,3.8,$167K - $186K(Employer est.),167000.0,186000.0,176500.0,Mid,Other,Seattle
"Engineer 1 - Android Developer (Hybrid - Seattle, WA)",Nordstrom Inc3.6,"Seattle, WA",False,3.6,$89K - $163K(Employer est.),89000.0,163000.0,126000.0,Entry,Other,Seattle
Java Backend Engineer-Associate,BlackRock Investments3.9,"Atlanta, GA",False,3.9,$120K - $148K(Employer est.),120000.0,148000.0,134000.0,Entry,"Java, Backend",Atlanta
Security Software Engineer 5,Netflix4.2,Remote,True,4.2,$230K - $900K(Employer est.),230000.0,900000.0,565000.0,Entry,Other,Remote
Senior Software Development Engineer In Test,Equip Health3.5,Remote,True,3.5,$110K - $138K(Employer est.),110000.0,138000.0,124000.0,Senior,Other,Remote
Software Engineer II (.Net),"The Travelers Companies, Inc.4.2","Hartford, CT",False,4.2,$117K - $193K(Employer est.),117000.0,193000.0,155000.0,Entry,Other,Hartford
Software Engineer - IT Sustainability,Costco Wholesale3.9,"Seattle, WA",False,3.9,$130K - $225K(Employer est.),130000.0,225000.0,177500.0,Entry,Other,Seattle
Software Engineer,PlayStation Global4.0,"Madison, WI",False,4.0,$132K - $199K(Employer est.),132000.0,199000.0,165500.0,Entry,Other,Madison
Senior Software Engineer I - Python,The New York Public Library4.0,"New York, NY",False,4.0,$125K - $135K(Employer est.),125000.0,135000.0,130000.0,Entry,Python,New York
Software Engineer (SRE) FedRAMP,Splunk4.1,"Boulder, CO",False,4.1,$117K - $201K(Employer est.),117000.0,201000.0,159000.0,Entry,Other,Boulder
"Senior Software Engineer (I, II, III)",Cellares4.5,"South San Francisco, CA",False,4.5,$90K - $210K(Employer est.),90000.0,210000.0,150000.0,Senior,Other,South San Francisco
Software Engineer,"HX5, LLC4.3","Hanscom AFB, MA",False,4.3,$71K - $101K(Glassdoor est.),71000.0,101000.0,86000.0,Entry,Other,Hanscom AFB
Software Development Engineer,"Edify Technologies, Inc.3.9","Irving, TX",False,3.9,$50.00 - $55.00 Per Hour(Employer est.),104000.0,114400.0,109200.0,Entry,Other,Irving
Software Engineer,Stewart Title Guaranty Company3.5,Texas,False,3.5,Not Disclosed,,,,Entry,Other,Texas
Front End Developer,Toothpillow,"Draper, UT",False,3.9,$45.00 - $50.00 Per Hour(Employer est.),93600.0,104000.0,98800.0,Not Specified,Frontend,Draper
Engineer (JavaScript/Java/MuleSoft),Mutual of Omaha3.9,Remote,True,3.9,$95K - $130K(Employer est.),95000.0,130000.0,112500.0,Entry,Java,Remote
Software Engineer Microcontroller,Dew Software3.7,"Southfield, MI",False,3.7,$50.00 - $55.00 Per Hour(Employer est.),104000.0,114400.0,109200.0,Entry,Other,Southfield
Software Engineer,NIKE4.0,"Beaverton, OR",False,4.0,$109K - $151K(Glassdoor est.),109000.0,151000.0,130000.0,Entry,Other,Beaverton
Software Engineer,Ramp Financial4.1,United States,False,4.1,$155K - $213K(Employer est.),155000.0,213000.0,184000.0,Entry,Other,Remote
"Software Engineer, GPU Infrastructure",OpenAI4.5,"San Francisco, CA",False,4.5,$325K - $590K(Employer est.),325000.0,590000.0,457500.0,Entry,Other,San Francisco
Associate Software Engineer,Vermont Mutual3.9,"Montpelier, VT",False,3.9,Not Disclosed,,,,Entry,Other,Montpelier
Software Engineer I,Vermont Mutual3.9,"Montpelier, VT",False,3.9,Not Disclosed,,,,Entry,Other,Montpelier
"Software Engineer, GNC Simulations (Starlink)",SpaceX3.8,"Redmond, WA",False,3.8,$120K - $170K(Employer est.),120000.0,170000.0,145000.0,Entry,Other,Redmond
Software Engineer,Suthra Technologies5.0,"West Palm Beach, FL",False,5.0,Not Disclosed,,,,Entry,Other,West Palm Beach
Software Development Engineer - Front-End,Auger4.1,"Bellevue, WA",False,4.1,$150K - $225K(Employer est.),150000.0,225000.0,187500.0,Entry,Other,Bellevue
Software Engineer,Parsons4.0,"Summit Point, WV",False,4.0,$73K - $128K(Employer est.),73000.0,128000.0,100500.0,Entry,Other,Summit Point
"ReactJS, Core Java",Diverse Lynx3.8,"Carolina, PR",False,3.8,$46K - $85K(Glassdoor est.),46000.0,85000.0,65500.0,Not Specified,Java,Carolina
Software Developer - Web,Uline3.4,"Pleasant Prairie, WI",False,3.4,$80K - $119K(Employer est.),80000.0,119000.0,99500.0,Not Specified,Other,Pleasant Prairie
Simulation Software Engineer,Forterra3.9,Remote,True,3.9,$110K - $165K(Employer est.),110000.0,165000.0,137500.0,Entry,Other,Remote
Jr. Software QA Engineer,Maith Solutions3.1,"Dallas, TX",False,3.1,$50K - $60K(Employer est.),50000.0,60000.0,55000.0,Entry,Other,Dallas
Software Engineer (Telework),Texas Workforce Commission3.4,"Austin, TX",False,3.4,$6K - $9K(Employer est.),6000.0,9000.0,7500.0,Entry,Other,Austin
Software Engineer (Backend/Fullstack) - Early in Career,Splunk4.1,Colorado,False,4.1,Not Disclosed,,,,Entry,Backend,Colorado
Junior Software Engineer,California Public Employees' Retirement System (CalPERS)3.5,"Sacramento, CA",False,3.5,$5K - $8K(Employer est.),5000.0,8000.0,6500.0,Entry,Other,Sacramento
Software Engineer I,Spectrum3.3,"Maryland Heights, MO",False,3.3,$73K - $93K(Glassdoor est.),73000.0,93000.0,83000.0,Entry,Other,Maryland Heights
Software Engineer - Quadient,JSR Tech Consulting5.0,"Newark, NJ",False,5.0,$55.00 - $75.00 Per Hour(Employer est.),114400.0,156000.0,135200.0,Entry,Other,Newark
Software Development Engineer,Workday3.9,"Boulder, CO",False,3.9,$122K - $217K(Employer est.),122000.0,217000.0,169500.0,Entry,Other,Boulder
"Software Engineer, Backend","McAfee, LLC3.8","Frisco, TX",False,3.8,$84K - $131K(Glassdoor est.),84000.0,131000.0,107500.0,Entry,Backend,Frisco
"Software Engineer, Backend, 6+ Years of Experience",Snapchat3.6,"Palo Alto, CA",False,3.6,$178K - $313K(Employer est.),178000.0,313000.0,245500.0,Entry,Backend,Palo Alto
"Software Engineer, Android",Meta3.9,Remote,True,3.9,$56.25 Per Hour(Employer est.),117000.0,117000.0,117000.0,Entry,Other,Remote
Software Engineer - Big Data Technologies,Apple4.1,"San Diego, CA",False,4.1,$116K - $204K(Employer est.),116000.0,204000.0,160000.0,Entry,Data,San Diego
Software Engineer - Snowpark,Snowflake3.9,"Menlo Park, CA",False,3.9,$157K - $230K(Employer est.),157000.0,230000.0,193500.0,Entry,Other,Menlo Park
Software Engineer - Core Software,NetApp3.9,"Cranberry Twp, PA",False,3.9,$106K - $158K(Employer est.),106000.0,158000.0,132000.0,Entry,Other,Cranberry Twp
Software Engineer,Indica Labs3.9,"Albuquerque, NM",False,3.9,$60K - $102K(Glassdoor est.),60000.0,102000.0,81000.0,Entry,Other,Albuquerque
Software Developer,Stanford University4.3,"Stanford, CA",False,4.3,$132K - $161K(Employer est.),132000.0,161000.0,146500.0,Not Specified,Other,Stanford
Junior Software Engineer,Builder Clarity LLC,"Durham, NC",False,3.9,Not Disclosed,,,,Entry,Other,Durham
Software Quality Engineer,Boston Scientific Corporation4.1,"Maple Grove, MN",False,4.1,$58K - $111K(Employer est.),58000.0,111000.0,84500.0,Entry,Other,Maple Grove
"Software Developer, Junior","CGI Group, Inc.3.8","Fairfax, VA",False,3.8,$60K - $147K(Employer est.),60000.0,147000.0,103500.0,Entry,Other,Fairfax
"Software Engineer, Full Stack (Knowledge Innovation)",OpenAI4.5,"San Francisco, CA",False,4.5,$325K - $405K(Employer est.),325000.0,405000.0,365000.0,Entry,Full Stack,San Francisco
Software Engineer,Ancestry3.6,Remote,True,3.6,$83K - $104K(Employer est.),83000.0,104000.0,93500.0,Entry,Other,Remote
Associate Research Software Engineer,Princeton University4.5,"Princeton, NJ",False,4.5,Not Disclosed,,,,Entry,Other,Princeton
"Software Engineer, Frontend",OpenAI4.5,"Seattle, WA",False,4.5,$255K - $405K(Employer est.),255000.0,405000.0,330000.0,Entry,Frontend,Seattle
Entry-Level Cyber Software Engineer,Peraton3.7,"Landover, MD",False,3.7,$66K - $106K(Employer est.),66000.0,106000.0,86000.0,Entry,Other,Landover
"Software Engineer, Product",Meta3.9,"San Francisco, CA",False,3.9,$85.10 Per Hour(Employer est.),177008.0,177008.0,177008.0,Entry,Other,San Francisco
"Software Engineer, Player Engagement",Discord3.6,"San Francisco, CA",False,3.6,$160K - $180K(Employer est.),160000.0,180000.0,170000.0,Entry,Other,San Francisco
"Software Engineer, Frontend - Risk Platform",Coinbase3.8,Remote,True,3.8,$152K - $179K(Employer est.),152000.0,179000.0,165500.0,Entry,Frontend,Remote
Computer Scientist / Software Engineer,Lockheed Martin4.1,"Camden, AR",False,4.1,Not Disclosed,,,,Entry,Other,Camden
Software Engineer II,GEICO2.6,"Los Angeles, CA",False,2.6,$80K - $160K(Employer est.),80000.0,160000.0,120000.0,Mid,Other,Los Angeles
Associate Engineer – Full Stack,PayPal3.7,"San Jose, CA",False,3.7,$117K - $163K(Glassdoor est.),117000.0,163000.0,140000.0,Entry,Full Stack,San Jose
Epic OpTime Software Engineer,Intelliguard,"Columbus, OH",False,3.9,$80K - $110K(Employer est.),80000.0,110000.0,95000.0,Entry,Other,Columbus
Software Engineer - Java,Veeva Systems3.6,"Raleigh, NC",False,3.6,$85K - $225K(Employer est.),85000.0,225000.0,155000.0,Entry,Java,Raleigh
Software Engineer - Java,Spring Venture Group3.5,"Kansas City, MO",False,3.5,$95K - $133K(Glassdoor est.),95000.0,133000.0,114000.0,Entry,Java,Kansas City
"Software Engineer IV (Hybrid, Jersey City, Raleigh, or Hartford)",Arch Capital Group Ltd.4.2,"Jersey City, NJ",False,4.2,$115K - $175K(Employer est.),115000.0,175000.0,145000.0,Entry,Other,Jersey City
"Software Engineer, CVML Efficiency and Systems - Decoder Systems (Codec Avatars)",Meta3.9,"Bellevue, WA",False,3.9,$56.25 Per Hour(Employer est.),117000.0,117000.0,117000.0,Entry,Other,Bellevue
"Software Engineer, Full Stack",OpenAI4.5,"San Francisco, CA",False,4.5,$255K - $405K(Employer est.),255000.0,405000.0,330000.0,Entry,Full Stack,San Francisco
Software Engineer I,MX Technologies Inc.3.6,"Lehi, UT",False,3.6,$84K - $121K(Glassdoor est.),84000.0,121000.0,102500.0,Entry,Other,Lehi
Senior Software Engineer,"Marriott International, Inc3.9","Bethesda, MD",False,3.9,$104K - $173K(Employer est.),104000.0,173000.0,138500.0,Senior,Other,Bethesda
Software Engineer (C++),Boxbot5.0,"Alameda, CA",False,5.0,$135K - $160K(Employer est.),135000.0,160000.0,147500.0,Entry,C++,Alameda
"Software Engineer - Systems, Multiple Locaitons",Microsoft4.2,"Redmond, WA",False,4.2,$82K - $175K(Employer est.),82000.0,175000.0,128500.0,Entry,Other,Redmond
Software Engineer II - Backend,Uber3.8,"Seattle, WA",False,3.8,$167K - $186K(Employer est.),167000.0,186000.0,176500.0,Entry,Backend,Seattle
Software Engineering Assistant,Local Garage Door Repair Inx,"West Hollywood, CA",False,3.9,$30.00 Per Hour(Employer est.),62400.0,62400.0,62400.0,Entry,Other,West Hollywood
Software Test Engineer,rsatechgroup,"Little Elm, TX",False,3.9,Not Disclosed,,,,Entry,Other,Little Elm
Software Development Engineer,Compile5.0,"Columbus, OH",False,5.0,$107K - $178K(Employer est.),107000.0,178000.0,142500.0,Entry,Other,Columbus
"Software Engineer, Apple Services Engineering",Apple4.1,"San Francisco, CA",False,4.1,$143K - $264K(Employer est.),143000.0,264000.0,203500.0,Entry,Other,San Francisco
"Software Engineer, Healthcare",OpenAI4.5,"San Francisco, CA",False,4.5,$245K - $385K(Employer est.),245000.0,385000.0,315000.0,Entry,Other,San Francisco
"Early Career Computer Science - Cloud Engineer, Onsite",Sandia National Laboratories4.1,"Albuquerque, NM",False,4.1,$99K - $194K(Employer est.),99000.0,194000.0,146500.0,Entry,Cloud,Albuquerque
Software Engineering Co-op - Fall 2025,Johnson & Johnson4.1,"Cincinnati, OH",False,4.1,Not Disclosed,,,,Mid,Other,Cincinnati
Full Stack Engineer,10clear Inc.,"Brooklyn, NY",False,3.9,$160K - $225K(Employer est.),160000.0,225000.0,192500.0,Entry,Full Stack,Brooklyn
Entry Level Software Engineer,Amentum3.6,"Fredericksburg, VA",False,3.6,Not Disclosed,,,,Entry,Other,Fredericksburg
Software Engineer - DOOM II,SAIC4.0,"Fort Riley, KS",False,4.0,Not Disclosed,,,,Mid,Other,Fort Riley
Software Engineer,MPX2.4,"Portland, ME",False,2.4,Not Disclosed,,,,Entry,Other,Portland
Software Engineer – Artifact Management & Continuous Integration,GEICO2.6,"San Francisco, CA",False,2.6,$90K - $230K(Employer est.),90000.0,230000.0,160000.0,Entry,Other,San Francisco
Software Development Engineer,Adobe4.2,"Lehi, UT",False,4.2,$93K - $171K(Employer est.),93000.0,171000.0,132000.0,Entry,Other,Lehi
Software Engineer Graduate (TikTok Short Video) - 2025 Start (Bachelors/Master),TikTok3.2,"Los Angeles, CA",False,3.2,$119K - $168K(Employer est.),119000.0,168000.0,143500.0,Mid,Other,Los Angeles
Software User Experience Quality Engineer,Apple4.1,"Cupertino, CA",False,4.1,$97K - $188K(Employer est.),97000.0,188000.0,142500.0,Entry,Other,Cupertino
Software Engineer II - PaaS,Qualtrics3.5,"Seattle, WA",False,3.5,$116K - $219K(Employer est.),116000.0,219000.0,167500.0,Entry,Other,Seattle
FLEX Senior Software Engineer - Front End,"Marriott International, Inc3.9","Bethesda, MD",False,3.9,$47.35 - $84.09 Per Hour(Employer est.),98488.0,174907.2,136697.6,Senior,Frontend,Bethesda
"Software Engineer, Backend - Sora",OpenAI4.5,"San Francisco, CA",False,4.5,$255K - $405K(Employer est.),255000.0,405000.0,330000.0,Entry,Backend,San Francisco
Software Engineer - Infrastructure Observability Monitoring (Remote USA),Splunk4.1,Remote,True,4.1,$117K - $201K(Employer est.),117000.0,201000.0,159000.0,Entry,Other,Remote
Fullstack Engineer,Agile Technologies,"New York, NY",False,3.9,$150K - $200K(Employer est.),150000.0,200000.0,175000.0,Entry,Other,New York
Entry Level MEAN Stack Developer,"Antra, Inc3.9","Sterling, VA",False,3.9,$65K - $70K(Employer est.),65000.0,70000.0,67500.0,Entry,Other,Sterling
Software Developer,Oracle3.7,"Seattle, WA",False,3.7,$86K - $136K(Glassdoor est.),86000.0,136000.0,111000.0,Not Specified,Other,Seattle
Software Engineer II (Apple Platform),Warner Bros. Discovery3.6,"Culver City, CA",False,3.6,$88K - $163K(Employer est.),88000.0,163000.0,125500.0,Entry,Other,Culver City
Software Engineer,Tyler Technologies3.8,"Plano, TX",False,3.8,$75K - $105K(Glassdoor est.),75000.0,105000.0,90000.0,Entry,Other,Plano
Frontend Software Engineer,Snowflake3.9,"Bellevue, WA",False,3.9,$157K - $230K(Employer est.),157000.0,230000.0,193500.0,Entry,Frontend,Bellevue
Software Engineer,Ramp Financial4.1,"New York, NY",False,4.1,$155K - $213K(Employer est.),155000.0,213000.0,184000.0,Entry,Other,New York
Software Engineer Associate,University of Massachusetts Medical School4.1,"Worcester, MA",False,4.1,$72K - $98K(Glassdoor est.),72000.0,98000.0,85000.0,Entry,Other,Worcester
Software Engineer,Viasat3.6,Oregon,False,3.6,$136K - $253K(Employer est.),136000.0,253000.0,194500.0,Entry,Other,Oregon
Junior Software Engineer - Python/C++,Peraton3.7,"Scott Air Force Base, IL",False,3.7,$80K - $128K(Employer est.),80000.0,128000.0,104000.0,Entry,"Python, C++",Scott Air Force Base
IT Software Engineer,Micron3.8,"Boise, ID",False,3.8,Not Disclosed,,,,Entry,Other,Boise
Backend Software Engineer,Apple4.1,"Elk Grove, CA",False,4.1,$158K - $238K(Employer est.),158000.0,238000.0,198000.0,Entry,Backend,Elk Grove
Junior Software Developer,Real Synch,"Austin, TX",False,3.9,$50K - $80K(Employer est.),50000.0,80000.0,65000.0,Entry,Other,Austin
"Software Engineer Frontend, Ad Platforms",Apple4.1,United States,False,4.1,$143K - $215K(Employer est.),143000.0,215000.0,179000.0,Entry,Frontend,Remote
Full Stack Engineer,Thesis2.8,"New York, NY",False,2.8,$160K - $180K(Employer est.),160000.0,180000.0,170000.0,Entry,Full Stack,New York
Software Engineer II (C/C++ & Testing),Mastercard4.2,"O Fallon, MO",False,4.2,$92K - $147K(Employer est.),92000.0,147000.0,119500.0,Entry,C++,O Fallon
Software Engineer - Frontend,Artian AI5.0,"New York, NY",False,5.0,$80K - $120K(Employer est.),80000.0,120000.0,100000.0,Entry,Frontend,New York
Frontend Engineer,Blacksmith,"New York, NY",False,3.9,$160K - $220K(Employer est.),160000.0,220000.0,190000.0,Entry,Frontend,New York
"Software Engineer, CAT E&A",Berkshire Hathaway Specialty Insurance3.6,"Atlanta, GA",False,3.6,$115K - $155K(Employer est.),115000.0,155000.0,135000.0,Entry,Other,Atlanta
Advanced Software Engineer,Kroger Tech & Digital3.4,"Blue Ash, OH",False,3.4,$85K - $121K(Glassdoor est.),85000.0,121000.0,103000.0,Entry,Other,Blue Ash
Software Engineer,Orbis3.9,"San Francisco, CA",False,3.9,$180K - $220K(Employer est.),180000.0,220000.0,200000.0,Entry,Other,San Francisco
Software Engineer - Web Full-Stack,Firsthand3.3,"New York, NY",False,3.3,$140K - $170K(Employer est.),140000.0,170000.0,155000.0,Entry,Other,New York
Software Engineer - AI,FocusKPI Inc.3.3,"San Francisco, CA",False,3.3,$65.00 - $78.00 Per Hour(Employer est.),135200.0,162240.0,148720.0,Entry,Other,San Francisco
Intermediate Software Engineer,Transfire,"Tukwila, WA",False,3.9,$80K(Employer est.),80000.0,80000.0,80000.0,Entry,Other,Tukwila
Software Engineer 5 - Growth Foundations,Netflix4.2,Remote,True,4.2,$100K - $720K(Employer est.),100000.0,720000.0,410000.0,Entry,Other,Remote
Software Engineer,Pantherx Specialty LLC4.0,"Pittsburgh, PA",False,4.0,$76K - $113K(Glassdoor est.),76000.0,113000.0,94500.0,Entry,Other,Pittsburgh
Software Developer,"Orion180 Insurance Services, LLC2.9","Irving, TX",False,2.9,$100K - $107K(Employer est.),100000.0,107000.0,103500.0,Not Specified,Other,Irving
Software Engineer - Backend,Uber3.8,"New York, NY",False,3.8,$167K - $186K(Employer est.),167000.0,186000.0,176500.0,Entry,Backend,New York
Software Engineer,Snowflake3.9,"Menlo Park, CA",False,3.9,$157K - $230K(Employer est.),157000.0,230000.0,193500.0,Entry,Other,Menlo Park
